gene_id	gene_name	gene_biotype	ICN	ICAA	IKD16N	IKD16A
ENSG00000154265.16	ABCA5	protein_coding	0.666407612	0.801845027	2.128402674	1.448699488
ENSG00000154269.15	ENPP3	protein_coding	0	0	0	0
ENSG00000154274.15	C4orf19	protein_coding	0	1.180165198	0	0.533053352
ENSG00000154277.13	UCHL1	protein_coding	180.1130382	196.002606	170.1873478	152.228154
ENSG00000154305.18	MIA3	protein_coding	9.786053058	5.974041554	13.46458341	10.32407023
ENSG00000154309.9	DISP1	protein_coding	1.570226133	1.417013393	1.770020827	0.914331728
ENSG00000154310.17	TNIK	protein_coding	0	1.382426214	0.863408632	0
ENSG00000154319.16	FAM167A	protein_coding	7.525694048	10.44828369	9.462096735	6.606947663
ENSG00000154328.16	NEIL2	protein_coding	11.28854107	7.052591489	7.830700747	4.247323498
ENSG00000154330.13	PGM5	protein_coding	2.273422703	1.709663739	0	0
ENSG00000154342.6	WNT3A	protein_coding	0	0	0	0
ENSG00000154358.23	OBSCN	protein_coding	0	0.19998503	0.083268483	0
ENSG00000154359.13	LONRF1	protein_coding	2.047898958	5.544233771	4.03982683	1.252101147
ENSG00000154370.16	TRIM11	protein_coding	7.231401927	1.864516411	6.598850703	3.08791627
ENSG00000154380.17	ENAH	protein_coding	17.48589078	15.7797281	13.35953255	14.41306248
ENSG00000154415.8	PPP1R3A	protein_coding	0	0	0	0
ENSG00000154429.11	CCSAP	protein_coding	8.408430268	10.96042826	3.686011087	3.427319217
ENSG00000154438.8	ASZ1	protein_coding	0	0	0	0
ENSG00000154447.15	SH3RF1	protein_coding	13.3537271	26.02963043	7.225366972	16.11142066
ENSG00000154451.14	GBP5	protein_coding	0	0	0	0
ENSG00000154473.18	BUB3	protein_coding	28.24541153	24.19880015	18.74087844	19.52833618
ENSG00000154478.4	GPR26	protein_coding	0	0	0	0
ENSG00000154479.13	CCDC173	protein_coding	0	0	3.730488382	0
ENSG00000154485.5	MMP21	protein_coding	1.698845561	1.533082951	0	1.384916293
ENSG00000154493.20	C10orf90	protein_coding	0	0.466101646	1.164434472	0.421054688
ENSG00000154511.12	DIPK1A	protein_coding	17.96648721	11.94673861	16.52180322	10.79213159
ENSG00000154518.10	ATP5MC3	protein_coding	54.19680473	40.07789951	47.94085878	58.29541741
ENSG00000154529.15	CNTNAP3B	protein_coding	2.432034922	3.591380174	2.367646726	1.441905284
ENSG00000154545.17	MAGED4	protein_coding	0	0	0	0
ENSG00000154548.9	SRSF12	protein_coding	0	1.162480924	0.726039519	1.050131548
ENSG00000154553.16	PDLIM3	protein_coding	0	0	0	0
ENSG00000154556.18	SORBS2	protein_coding	0	0	0.19199157	0
ENSG00000154582.17	ELOC	protein_coding	21.32612411	11.22639918	18.02973615	17.86819899
ENSG00000154589.7	LY96	protein_coding	0	0	0	0
ENSG00000154611.15	PSMA8	protein_coding	0	0	0	0
ENSG00000154620.6	TMSB4Y	protein_coding	0	0	0	0
ENSG00000154639.19	CXADR	protein_coding	13.59245741	11.39003482	16.14277304	11.87218975
ENSG00000154640.15	BTG3	protein_coding	13.95464482	14.88268221	10.01014383	3.102537086
ENSG00000154642.11	C21orf91	protein_coding	0	0.423517858	0	0.382586461
ENSG00000154645.14	CHODL	protein_coding	0	0	0	0
ENSG00000154646.9	TMPRSS15	protein_coding	0	0	0	0
ENSG00000154654.15	NCAM2	protein_coding	0	0	0	0
ENSG00000154655.16	L3MBTL4	protein_coding	0	0	0	0
ENSG00000154678.18	PDE1C	protein_coding	0.413681097	1.306608486	1.632111767	1.011711195
ENSG00000154710.18	RABGEF1	protein_coding	0	1.438467124	0.598939709	1.73259297
ENSG00000154719.14	MRPL39	protein_coding	19.50201026	8.799563692	20.60947043	15.89823841
ENSG00000154721.15	JAM2	protein_coding	0	0	0	0
ENSG00000154723.13	ATP5PF	protein_coding	17.45861894	24.94560235	28.70006393	28.46488978
ENSG00000154727.11	GABPA	protein_coding	2.036129424	1.37809259	2.295205391	7.469430979
ENSG00000154734.16	ADAMTS1	protein_coding	0	0	0.225576293	0.978809455
ENSG00000154736.6	ADAMTS5	protein_coding	0	0	0	0
ENSG00000154743.19	TSEN2	protein_coding	0.942327328	2.338547706	3.452242718	0.960243605
ENSG00000154760.14	SLFN13	protein_coding	1.879856654	0	1.765873802	1.277065324
ENSG00000154764.6	WNT7A	protein_coding	0	0	0	0
ENSG00000154767.15	XPC	protein_coding	3.15235525	7.396397717	2.1320755	4.111731634
ENSG00000154781.16	CCDC174	protein_coding	8.219526964	10.38452448	4.632687485	0.670064253
ENSG00000154783.12	FGD5	protein_coding	0	0	0	0
ENSG00000154803.13	FLCN	protein_coding	6.869596069	5.660234371	6.06027101	3.165310675
ENSG00000154813.10	DPH3	protein_coding	23.50828784	18.85733131	11.40949369	12.77613127
ENSG00000154814.14	OXNAD1	protein_coding	6.713715018	3.029316574	4.594835502	1.172804831
ENSG00000154822.18	PLCL2	protein_coding	1.699339412	4.089409638	1.596302005	2.77063777
ENSG00000154832.16	CXXC1	protein_coding	11.37596181	4.106386949	6.41171641	1.236506737
ENSG00000154839.10	SKA1	protein_coding	10.07884065	19.10036329	12.49739336	4.929824446
ENSG00000154845.16	PPP4R1	protein_coding	15.4572799	12.0026763	7.901606581	9.377438375
ENSG00000154856.13	APCDD1	protein_coding	0	0	0	0
ENSG00000154864.13	PIEZO2	protein_coding	0	0.335966019	0.209831062	0
ENSG00000154889.17	MPPE1	protein_coding	1.294639209	2.726071832	1.459368377	2.46260732
ENSG00000154914.17	USP43	protein_coding	2.299656796	4.669359353	3.564362778	0.468675941
ENSG00000154917.11	RAB6B	protein_coding	0	0.871236736	0.27206997	0
ENSG00000154920.15	EME1	protein_coding	1.774659252	4.003748052	4.501048277	0.723360195
ENSG00000154928.19	EPHB1	protein_coding	0	0	0	0
ENSG00000154930.15	ACSS1	protein_coding	1.008927783	1.517471647	0.379101063	1.09665101
ENSG00000154945.7	ANKRD40	protein_coding	22.99085571	28.93737704	22.84717571	35.01865913
ENSG00000154957.14	ZNF18	protein_coding	4.909075896	1.772031721	4.980333566	4.001928925
ENSG00000154975.14	CA10	protein_coding	0	0	0	0
ENSG00000154978.13	VOPP1	protein_coding	22.9845121	12.84017967	9.561672675	7.137984594
ENSG00000154997.9	SEPTIN14	protein_coding	0	0	0	0
ENSG00000155008.15	APOOL	protein_coding	5.849327162	9.339038175	4.818394354	8.436455525
ENSG00000155011.9	DKK2	protein_coding	0	0	0	0
ENSG00000155016.18	CYP2U1	protein_coding	1.974907965	1.78220893	4.174114028	2.414947786
ENSG00000155026.16	RSPH10B	protein_coding	0	0	0	0
ENSG00000155034.19	FBXL18	protein_coding	5.993773789	10.00653758	6.587507753	3.420330027
ENSG00000155052.15	CNTNAP5	protein_coding	0	0	0	0
ENSG00000155066.16	PROM2	protein_coding	0	0	0	0
ENSG00000155085.16	AK9	protein_coding	0	0	0.163123445	0.235939052
ENSG00000155087.4	ODF1	protein_coding	0	0	0	0
ENSG00000155090.15	KLF10	protein_coding	15.29894681	21.39956706	17.24557623	20.5785658
ENSG00000155093.19	PTPRN2	protein_coding	0	0	0	0
ENSG00000155096.15	AZIN1	protein_coding	33.85372414	41.30770715	20.69307383	38.48158234
ENSG00000155097.12	ATP6V1C1	protein_coding	28.97386767	27.95000708	19.70891418	17.10398842
ENSG00000155099.8	PIP4P2	protein_coding	10.19129633	4.598447031	6.892818701	8.308049101
ENSG00000155100.11	OTUD6B	protein_coding	3.674709314	7.958770581	4.970732722	8.986981954
ENSG00000155111.15	CDK19	protein_coding	2.293941495	5.175282963	6.680038425	4.675111476
ENSG00000155115.7	GTF3C6	protein_coding	79.33940793	65.87013245	48.29463526	49.15550615
ENSG00000155158.20	TTC39B	protein_coding	0.718266003	1.080303578	2.294030339	1.56143413
ENSG00000155189.12	AGPAT5	protein_coding	47.80822745	21.57170142	29.58739111	19.86897387
ENSG00000155229.21	MMS19	protein_coding	14.70814677	18.30761212	11.72006428	13.6440569
ENSG00000155249.5	OR4K1	protein_coding	0	0	0	0
ENSG00000155252.13	PI4K2A	protein_coding	7.675221215	9.444984066	8.258547878	15.92670267
ENSG00000155254.13	MARVELD1	protein_coding	45.95425119	27.38606425	25.41202931	2.827349133
ENSG00000155256.18	ZFYVE27	protein_coding	24.73826751	10.14748352	23.66080674	11.61123908
ENSG00000155265.11	GOLGA7B	protein_coding	7.249589203	5.387710685	0.480707228	2.085860941
ENSG00000155269.12	GPR78	protein_coding	0	0.496035584	0	0
ENSG00000155275.19	TRMT44	protein_coding	3.016371298	1.020769821	0.425021587	0.61474419
ENSG00000155287.11	SLC25A28	protein_coding	28.74947988	24.50293808	9.002096555	11.71843516
ENSG00000155304.6	HSPA13	protein_coding	37.30117524	18.41859073	37.28727786	26.96585087
ENSG00000155307.19	SAMSN1	protein_coding	0	0	0	0
ENSG00000155313.16	USP25	protein_coding	7.808184652	6.375234082	6.496488202	7.880862554
ENSG00000155324.10	GRAMD2B	protein_coding	5.786703204	5.222073286	5.87070007	1.415213907
ENSG00000155329.12	ZCCHC10	protein_coding	9.137518681	0	5.15008572	2.793374539
ENSG00000155330.10	C16orf87	protein_coding	0.810106371	1.827653282	1.598071742	2.311424525
ENSG00000155363.18	MOV10	protein_coding	4.490495911	2.431405024	6.074236913	2.196418942
ENSG00000155366.17	RHOC	protein_coding	29.17757712	37.52112437	20.96744875	12.48757627
ENSG00000155367.15	PPM1J	protein_coding	0	0	0	0
ENSG00000155368.17	DBI	protein_coding	80.80032107	70.80281952	54.12077761	53.45910056
ENSG00000155380.13	SLC16A1	protein_coding	30.3937309	23.27232963	24.39799353	14.265707
ENSG00000155393.13	HEATR3	protein_coding	5.220435423	4.711058335	9.807801168	5.201475155
ENSG00000155428.12	TRIM74	protein_coding	0	0	0	0
ENSG00000155438.12	NIFK	protein_coding	13.20390212	22.74786593	7.441979616	9.785414711
ENSG00000155463.14	OXA1L	protein_coding	42.88773011	55.70888741	40.65353209	34.96251663
ENSG00000155465.20	SLC7A7	protein_coding	11.39295961	3.08439199	9.310880222	4.643828654
ENSG00000155495.9	MAGEC1	protein_coding	0	0	0	0
ENSG00000155506.18	LARP1	protein_coding	59.14563742	61.5164651	53.67604274	29.42001098
ENSG00000155508.14	CNOT8	protein_coding	16.3662518	12.75533599	17.19081966	12.73548438
ENSG00000155511.18	GRIA1	protein_coding	0	0	0	0
ENSG00000155530.3	LRGUK	protein_coding	0	0	0	0
ENSG00000155542.12	SETD9	protein_coding	1.078149682	0	1.822999265	0.878918658
ENSG00000155545.20	MIER3	protein_coding	8.622017074	9.611496365	4.001973169	7.028756585
ENSG00000155561.15	NUP205	protein_coding	18.02579688	17.99748055	11.67284059	12.81888043
ENSG00000155592.16	ZKSCAN2	protein_coding	1.112200833	0.669119537	0.835811096	1.511129174
ENSG00000155621.15	C9orf85	protein_coding	1.175493178	1.060795985	0.993796704	1.437411109
ENSG00000155622.7	XAGE2	protein_coding	0	0	0	0
ENSG00000155629.15	PIK3AP1	protein_coding	0	0	0.579248829	0.837815922
ENSG00000155636.15	RBM45	protein_coding	0.610966511	1.654056783	2.066116642	0.498066154
ENSG00000155657.28	TTN	protein_coding	0.04913367	0.066509276	0.027692706	0.020027136
ENSG00000155659.15	VSIG4	protein_coding	0	0	0	0
ENSG00000155660.11	PDIA4	protein_coding	233.0846502	175.1514732	243.7608341	137.9942268
ENSG00000155666.12	KDM8	protein_coding	0.725996967	0	2.045931035	0
ENSG00000155714.14	PDZD9	protein_coding	0	0	0	0
ENSG00000155719.18	OTOA	protein_coding	0	0	0	0
ENSG00000155729.13	KCTD18	protein_coding	7.740319667	5.373129388	4.027012433	7.76613887
ENSG00000155744.10	FAM126B	protein_coding	1.369022852	1.647256341	1.157412414	1.488055258
ENSG00000155749.13	FLACC1	protein_coding	0	0	0	0
ENSG00000155754.15	C2CD6	protein_coding	0	0	0	0
ENSG00000155755.19	TMEM237	protein_coding	4.968906662	5.518858045	4.739432553	1.557962915
ENSG00000155760.3	FZD7	protein_coding	4.460441796	8.625471605	7.182837016	2.077827323
ENSG00000155761.14	SPAG17	protein_coding	0	0	0	0
ENSG00000155792.10	DEPTOR	protein_coding	0	2.008122738	0	0.907022643
ENSG00000155816.21	FMN2	protein_coding	0.634405293	1.288134079	1.251471668	0.775760535
ENSG00000155827.12	RNF20	protein_coding	11.83597868	20.23787123	8.777619723	15.74279688
ENSG00000155833.15	CYLC2	protein_coding	0	0	0	0
ENSG00000155846.17	PPARGC1B	protein_coding	0.907087839	1.432514898	0.894692039	1.663801407
ENSG00000155849.16	ELMO1	protein_coding	2.125912383	0.479619823	0.748878839	1.299799154
ENSG00000155850.8	SLC26A2	protein_coding	43.94515486	19.36750124	23.80834208	14.99631912
ENSG00000155858.6	LSM11	protein_coding	1.78033427	0.803310253	1.75600513	2.539856765
ENSG00000155868.8	MED7	protein_coding	8.423238583	2.850507079	7.714692977	6.866710323
ENSG00000155875.15	SAXO1	protein_coding	0	0	0	0
ENSG00000155876.6	RRAGA	protein_coding	89.56868394	89.0770092	71.08785066	47.68477263
ENSG00000155886.11	SLC24A2	protein_coding	0	0	0	0
ENSG00000155890.4	TRIM42	protein_coding	0	0	0	0
ENSG00000155893.13	PXYLP1	protein_coding	1.095279843	0.988409359	1.111178373	0.714306672
ENSG00000155897.10	ADCY8	protein_coding	0	0	0	0
ENSG00000155903.13	RASA2	protein_coding	5.831149702	6.57772872	6.84698117	4.753612932
ENSG00000155906.20	RMND1	protein_coding	2.722742234	2.211366833	0	0
ENSG00000155918.8	RAET1L	protein_coding	0	0	0	0
ENSG00000155926.14	SLA	protein_coding	0	0	0	0
ENSG00000155957.18	TMBIM4	protein_coding	2.826070861	1.912740549	3.583865851	5.759604743
ENSG00000155959.12	VBP1	protein_coding	40.51197242	37.91310989	20.29630804	47.70389672
ENSG00000155961.5	RAB39B	protein_coding	0.856391382	0	0.482679071	2.094417066
ENSG00000155962.13	CLIC2	protein_coding	0	0	0	0
ENSG00000155966.14	AFF2	protein_coding	0	0	0	0
ENSG00000155970.12	MICU3	protein_coding	2.539412501	2.291632682	1.073447222	3.622771367
ENSG00000155974.13	GRIP1	protein_coding	0	0	0.501486657	0
ENSG00000155975.10	VPS37A	protein_coding	9.099824994	4.105960798	7.18037714	4.450962295
ENSG00000155980.13	KIF5A	protein_coding	0	0	0	0.194589504
ENSG00000156006.5	NAT2	protein_coding	0	0	0	0
ENSG00000156009.10	MAGEA8	protein_coding	0	0	0	0
ENSG00000156011.17	PSD3	protein_coding	3.262981639	3.291024108	2.704530584	2.816487568
ENSG00000156017.13	CARNMT1	protein_coding	11.47405206	13.07935149	9.530318749	15.75370897
ENSG00000156026.14	MCU	protein_coding	39.33260337	38.98606608	27.25651339	37.32079026
ENSG00000156030.13	MIDEAS	protein_coding	6.71972541	7.433360296	4.520409061	7.598500796
ENSG00000156042.18	CFAP70	protein_coding	0.393280919	0	0	0
ENSG00000156049.7	GNA14	protein_coding	0	0	0	0
ENSG00000156050.10	FAM161B	protein_coding	0.57457515	1.037023478	0.971525655	0
ENSG00000156052.11	GNAQ	protein_coding	10.89995102	15.13292723	13.23199735	12.9868678
ENSG00000156076.10	WIF1	protein_coding	0	0	0	0
ENSG00000156096.14	UGT2B4	protein_coding	0	0	0	0
ENSG00000156097.12	GPR61	protein_coding	0	1.564763229	0	0
ENSG00000156103.16	MMP16	protein_coding	0.965597551	0.217845162	0	0
ENSG00000156110.15	ADK	protein_coding	11.29487939	10.19279646	11.67103072	10.74231819
ENSG00000156113.24	KCNMA1	protein_coding	2.742246118	3.2772724	2.464579874	2.054249775
ENSG00000156127.8	BATF	protein_coding	0	0	0	0
ENSG00000156136.10	DCK	protein_coding	24.49064083	8.500384198	11.14890656	13.8219377
ENSG00000156140.10	ADAMTS3	protein_coding	0.417134835	0	0	0.340052588
ENSG00000156150.9	ALX3	protein_coding	0	0	0	0
ENSG00000156162.16	DPY19L4	protein_coding	12.69741836	10.34959894	11.77362208	11.68668678
ENSG00000156170.13	NDUFAF6	protein_coding	3.195384432	3.295541736	3.34468026	3.721300144
ENSG00000156171.15	DRAM2	protein_coding	14.19296528	5.603546136	11.99915268	14.46281325
ENSG00000156172.6	C8orf37	protein_coding	3.500435675	3.948606612	6.90520101	9.274170739
ENSG00000156194.18	PPEF2	protein_coding	0	0	0	0
ENSG00000156206.14	CFAP161	protein_coding	0	0	0	0
ENSG00000156218.13	ADAMTSL3	protein_coding	0	0	0	0
ENSG00000156219.17	ART3	protein_coding	0	0	0	0
ENSG00000156222.12	SLC28A1	protein_coding	0	0	0.955836188	0
ENSG00000156232.7	WHAMM	protein_coding	2.852687672	9.782493679	2.250963437	4.185972348
ENSG00000156234.8	CXCL13	protein_coding	0	0	0	0
ENSG00000156239.12	N6AMT1	protein_coding	2.403176804	0	1.693097297	0.489773583
ENSG00000156253.7	RWDD2B	protein_coding	5.193124883	7.810687642	2.439122993	4.939069996
ENSG00000156256.15	USP16	protein_coding	5.133234612	13.89709809	2.025234578	7.950864271
ENSG00000156261.13	CCT8	protein_coding	56.86505425	54.47446153	37.96723812	42.07786904
ENSG00000156265.16	MAP3K7CL	protein_coding	1.34570156	0	0	0
ENSG00000156269.5	NAA11	protein_coding	0	0	0	0
ENSG00000156273.16	BACH1	protein_coding	4.575315087	10.32221191	5.157475616	6.527226471
ENSG00000156282.5	CLDN17	protein_coding	0	0	0	0
ENSG00000156284.6	CLDN8	protein_coding	0	0	0	0
ENSG00000156298.13	TSPAN7	protein_coding	0	0	0	0
ENSG00000156299.13	TIAM1	protein_coding	0	0.572410854	0	0
ENSG00000156304.15	SCAF4	protein_coding	6.846259501	13.68039915	8.819855684	2.391917499
ENSG00000156313.15	RPGR	protein_coding	1.748542587	2.209103197	0.985513083	1.140343854
ENSG00000156345.18	CDK20	protein_coding	1.531096798	2.763404103	2.013564813	0.832110523
ENSG00000156374.16	PCGF6	protein_coding	9.716967381	2.630654139	1.64300233	4.75282277
ENSG00000156381.9	ANKRD9	protein_coding	4.460530198	5.489045262	5.028085562	5.289119827
ENSG00000156384.15	SFR1	protein_coding	6.47367395	11.68402754	5.473035447	6.596756595
ENSG00000156395.14	SORCS3	protein_coding	0	0	0	0
ENSG00000156398.13	SFXN2	protein_coding	1.819058867	0.32831332	1.435360429	0
ENSG00000156411.10	ATP5MJ	protein_coding	47.92983079	47.11502847	29.90857614	48.14338075
ENSG00000156413.15	FUT6	protein_coding	0	0	0	0
ENSG00000156414.19	TDRD9	protein_coding	0	0	0	0
ENSG00000156427.8	FGF18	protein_coding	0	0	0	0
ENSG00000156453.14	PCDH1	protein_coding	0	0	0.278086372	0.402219528
ENSG00000156463.18	SH3RF2	protein_coding	1.216339487	0.73177118	1.828141123	3.30524134
ENSG00000156466.10	GDF6	protein_coding	0	0	0	0
ENSG00000156467.10	UQCRB	protein_coding	6.03130623	8.582891896	8.106173612	10.40088623
ENSG00000156469.9	MTERF3	protein_coding	6.491646393	16.11013958	1.829409961	5.292056596
ENSG00000156471.13	PTDSS1	protein_coding	104.3196309	57.86635151	53.40241758	29.25771712
ENSG00000156475.19	PPP2R2B	protein_coding	0	0	0	0
ENSG00000156482.11	RPL30	protein_coding	118.7619598	80.04965519	65.69701617	73.50841819
ENSG00000156486.8	KCNS2	protein_coding	0.539572418	0	0	0
ENSG00000156500.16	PABIR3	protein_coding	0	0	0.624087765	0
ENSG00000156502.14	SUPV3L1	protein_coding	11.60679383	7.393606774	8.850694791	6.122455806
ENSG00000156504.17	PABIR2	protein_coding	11.28262589	28.14951253	14.58854748	10.82083779
ENSG00000156508.19	EEF1A1	protein_coding	167.0124891	242.4569239	132.7663874	191.3207566
ENSG00000156509.14	FBXO43	protein_coding	2.205380122	0.66339769	0.828663818	1.797848452
ENSG00000156510.13	HKDC1	protein_coding	22.14815089	13.74111361	31.20783651	22.56924918
ENSG00000156515.24	HK1	protein_coding	12.07603027	22.21459852	8.900531506	8.708599252
ENSG00000156521.14	TYSND1	protein_coding	12.65035182	22.2612204	16.39897182	11.85960076
ENSG00000156531.17	PHF6	protein_coding	9.917974398	12.5966357	10.55882458	6.288515537
ENSG00000156535.15	CD109	protein_coding	36.75242751	20.76267938	37.05013364	18.26887509
ENSG00000156564.9	LRFN2	protein_coding	0	0	0	0
ENSG00000156574.10	NODAL	protein_coding	0	0	0	1.142257182
ENSG00000156575.2	PRG3	protein_coding	0	0	0	0
ENSG00000156587.16	UBE2L6	protein_coding	17.00987656	17.90852039	13.58172763	30.04435526
ENSG00000156599.11	ZDHHC5	protein_coding	64.12625199	65.1636569	45.5581767	28.11502634
ENSG00000156603.19	MED19	protein_coding	12.45759739	19.67361163	4.38834222	16.5027865
ENSG00000156639.12	ZFAND3	protein_coding	21.4916455	33.94059654	14.70878276	19.39737472
ENSG00000156642.17	NPTN	protein_coding	168.9055711	117.0989062	94.78993337	66.18745784
ENSG00000156650.14	KAT6B	protein_coding	0.899481086	1.542259274	0.557661805	0.879919427
ENSG00000156671.15	SAMD8	protein_coding	17.19802174	15.5199475	16.90664685	10.75953748
ENSG00000156675.16	RAB11FIP1	protein_coding	4.248348529	3.559977141	3.420647154	2.721162095
ENSG00000156687.11	UNC5D	protein_coding	0.541371326	1.70991707	2.593584218	0.66199717
ENSG00000156689.7	GLYATL2	protein_coding	0	0	0	0
ENSG00000156697.13	UTP14A	protein_coding	9.297095485	8.389943679	7.255421104	16.907195
ENSG00000156709.15	AIFM1	protein_coding	8.260461363	6.850042268	5.914072141	6.734012667
ENSG00000156711.17	MAPK13	protein_coding	0	0	0	0
ENSG00000156735.11	BAG4	protein_coding	13.97917803	10.42123417	4.795876767	9.909538291
ENSG00000156738.18	MS4A1	protein_coding	0	0	0	0
ENSG00000156787.17	TBC1D31	protein_coding	5.092688677	1.225540349	3.444407719	1.937418908
ENSG00000156795.8	NTAQ1	protein_coding	8.894898929	6.421592737	4.010672354	6.284384311
ENSG00000156802.13	ATAD2	protein_coding	9.056761034	9.659070371	14.84965561	10.40354971
ENSG00000156804.7	FBXO32	protein_coding	4.742983835	3.923510667	1.78215948	0.966632244
ENSG00000156831.8	NSMCE2	protein_coding	18.56717218	4.409343391	6.609362766	13.54287001
ENSG00000156853.13	ZNF689	protein_coding	5.618190847	9.506256187	9.895384848	3.43500502
ENSG00000156858.12	PRR14	protein_coding	7.765312934	9.109909622	7.440361951	6.963398859
ENSG00000156860.16	FBRS	protein_coding	12.96529543	18.64723178	9.591088733	6.936196025
ENSG00000156869.14	FRRS1	protein_coding	2.03353232	2.446817455	2.483300986	4.42068364
ENSG00000156873.16	PHKG2	protein_coding	5.075772007	4.228163318	4.841362641	6.684172873
ENSG00000156875.14	MFSD14A	protein_coding	3.969933838	1.791286395	5.593832494	2.427248029
ENSG00000156876.10	SASS6	protein_coding	2.943468065	2.656263058	1.658996646	1.799658974
ENSG00000156885.6	COX6A2	protein_coding	0	0	0	0
ENSG00000156886.12	ITGAD	protein_coding	0	0	0.375429277	0
ENSG00000156920.11	ADGRG4	protein_coding	0	0	0	0
ENSG00000156925.12	ZIC3	protein_coding	0	0	0.352909955	0
ENSG00000156928.5	MALSU1	protein_coding	18.89782622	8.526947899	8.432190119	10.2704676
ENSG00000156931.16	VPS8	protein_coding	3.383596899	2.798992995	2.542749249	1.379171415
ENSG00000156958.15	GALK2	protein_coding	5.174619263	2.155251982	4.262602441	2.59594006
ENSG00000156959.9	LHFPL4	protein_coding	0.546431817	0.493114454	3.69575697	1.336370433
ENSG00000156966.7	B3GNT7	protein_coding	1.606410436	3.624167651	0.9054046	0
ENSG00000156968.9	MPV17L	protein_coding	4.861716215	2.632404408	4.38425461	3.566988746
ENSG00000156970.13	BUB1B	protein_coding	9.168741437	4.728064919	6.644164475	6.940562462
ENSG00000156973.14	PDE6D	protein_coding	4.140033694	10.27420729	5.25016042	5.906246238
ENSG00000156976.17	EIF4A2	protein_coding	16.21164254	17.21154464	15.85573189	10.88367985
ENSG00000156983.17	BRPF1	protein_coding	3.379467381	2.710862504	5.07929189	1.224433958
ENSG00000156990.14	RPUSD3	protein_coding	5.465339918	11.34375318	10.16523207	7.128641682
ENSG00000157005.4	SST	protein_coding	0	0	0	0
ENSG00000157014.11	TATDN2	protein_coding	6.294753313	9.467585128	5.026116723	4.703918396
ENSG00000157017.16	GHRL	protein_coding	0	2.54478458	0	0
ENSG00000157020.18	SEC13	protein_coding	35.31341008	47.5564896	34.29497602	34.54542409
ENSG00000157036.13	EXOG	protein_coding	3.669963501	3.784996185	0.590989657	3.419190647
ENSG00000157045.9	NTAN1	protein_coding	5.781307295	7.453148394	3.723952912	4.712980892
ENSG00000157060.16	SHCBP1L	protein_coding	0	0	0	0
ENSG00000157064.11	NMNAT2	protein_coding	0	0	0	0.343187164
ENSG00000157077.16	ZFYVE9	protein_coding	5.127831207	1.652674948	1.445073394	2.090130248
ENSG00000157087.20	ATP2B2	protein_coding	0	0	0	0
ENSG00000157093.9	LYZL4	protein_coding	0	0	0	0
ENSG00000157103.12	SLC6A1	protein_coding	0	0	0	0
ENSG00000157106.17	SMG1	protein_coding	4.84608224	3.457904506	4.001741707	3.674954281
ENSG00000157107.14	FCHO2	protein_coding	4.335878374	7.825621543	4.887573109	5.105609077
ENSG00000157110.16	RBPMS	protein_coding	10.844896	5.931345214	8.520311311	10.71620635
ENSG00000157111.13	TMEM171	protein_coding	0	2.110135373	7.907441614	0
ENSG00000157119.12	KLHL40	protein_coding	0	0	0	0
ENSG00000157131.11	C8A	protein_coding	0	0	0	0
ENSG00000157150.5	TIMP4	protein_coding	36.71939432	19.88192877	12.41746485	15.96481395
ENSG00000157152.17	SYN2	protein_coding	0	0.416759238	0.52058261	0
ENSG00000157168.20	NRG1	protein_coding	44.12024505	30.44697152	42.34325723	25.6113726
ENSG00000157181.16	ODR4	protein_coding	4.305716359	3.237993146	2.426786648	2.925053379
ENSG00000157184.7	CPT2	protein_coding	0.579415956	0.522880209	1.142995905	0.236172909
ENSG00000157191.20	NECAP2	protein_coding	10.07884065	11.01023448	5.979614046	6.486611113
ENSG00000157193.18	LRP8	protein_coding	5.944404694	5.900825988	5.86317149	3.876751649
ENSG00000157211.11	CDCP2	protein_coding	0	0	0	0
ENSG00000157212.19	PAXIP1	protein_coding	3.622262259	5.992845478	3.402630733	0.984301759
ENSG00000157214.14	STEAP2	protein_coding	16.75954007	8.772065056	12.09088932	7.104525291
ENSG00000157216.16	SSBP3	protein_coding	1.2609421	1.896512235	1.184486389	0.685288606
ENSG00000157219.5	HTR5A	protein_coding	0	0	0	0
ENSG00000157224.16	CLDN12	protein_coding	23.52931493	12.18958642	19.89237884	11.01150909
ENSG00000157227.14	MMP14	protein_coding	0	0	0.712690318	0
ENSG00000157240.4	FZD1	protein_coding	2.543832714	0.7652072	1.194795235	0.691252823
ENSG00000157259.8	GATAD1	protein_coding	11.06970663	7.492195976	6.23910495	7.52011514
ENSG00000157303.11	SUSD3	protein_coding	0	0	0	0
ENSG00000157315.5	TMED6	protein_coding	0	0	1.188588506	0
ENSG00000157322.17	CLEC18A	protein_coding	0	0	0	0
ENSG00000157326.19	DHRS4	protein_coding	0	4.891366188	4.582430235	4.418634181
ENSG00000157330.10	C1orf158	protein_coding	0	0	0	0
ENSG00000157335.21	CLEC18C	protein_coding	0	0	0	0
ENSG00000157343.9	ARMC12	protein_coding	0	0	0	0
ENSG00000157349.17	DDX19B	protein_coding	3.280430739	0.592069409	1.109349272	1.069696288
ENSG00000157350.13	ST3GAL2	protein_coding	6.598563709	7.308062478	6.254817422	6.601765933
ENSG00000157353.17	FCSK	protein_coding	1.212638828	1.094317197	1.822579084	0.329518529
ENSG00000157368.11	IL34	protein_coding	0	2.36244444	0	0
